Vgs,Ids,finger,width
0.925,0.647400855646868,8.0,150.0
0.95,0.6706044414322061,8.0,150.0
0.975,0.6918118784452332,8.0,150.0
1.0,0.7110313085697125,8.0,150.0
1.025,0.7282701454658707,8.0,150.0
1.05,0.7435350559524148,8.0,150.0
1.075,0.7568319510662223,8.0,150.0
1.1,0.7681659821405028,8.0,150.0
1.125,0.7775415395023311,8.0,150.0
1.15,0.7849622524798142,8.0,150.0
1.175,0.7904309899683705,8.0,150.0
1.2,0.7939498611079915,8.0,150.0
